0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641938861525551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8677304977943426,0.0,0.0,0.0,0.0,0.389177679386217,0.1406351409231782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7974594306493741,0.0,0.0,0.0,0.0,0.36353128063000645,0.2544809437148954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8262614960668614,0.0,0.0,0.0,0.0,0.035959036063135844,0.2367741320071149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5340211680196645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8156641352954295,0.0,0.0,0.0,0.0,0.058950214621286384,0.23737826216256147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757293832806067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46716013634718406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8509399040053541,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9246636703496921,0.0,0.0,0.0,0.0,0.0948754520566465,0.2570564459565362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7189135383917924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112789319037065,0.34792661859248447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.569528561137643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921380335103847,1.0,0.0,0.0,0.0,0.0,0.017857842971575357,0.39060100663420944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5880434032739708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742638918550048,0.3237078903441957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8661076854972796,1.0,0.0,0.0,0.5849556367818954
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9086820632157233,0.9438587472169405,0.0,0.0,0.0,0.0,0.03272112752222261,0.3461815420468977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22142831331040305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6900429329936006,0.28380737977145537,0.0,0.0,0.0,0.0,0.0,0.2624173598864262,1.0,0.6239791419040682,0.8635033760120195,0.1144058796704086,0.0,0.5397786730461953
0.0,0.0,0.0,0.0,0.0,0.0,0.5138499310761043,0.0,0.616506169338806,0.8313154184322633,0.0,0.0,0.0,0.0,0.2014371176530233,0.3108277705352817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20529170403513788,0.0,0.0,0.4295002669849546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2651939638446761,0.0,0.4605342275452714,0.6427933202251466,0.2049105669067724,0.0,0.0,0.0,0.0,0.5098221706441766,0.16762406016833092,0.9144910624303826,0.5040172051406283,0.8402155390642152,0.24753868450808048,0.0,0.5584384977277376
0.0,0.0,0.0,0.3864410697699603,0.22966425950350627,0.0,0.2731186519720464,0.5865644784850386,0.6322522799385997,0.6504231762219945,0.0,0.0,0.0,0.0,0.2563720552945551,0.5038913089424355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744603335731486,0.3699235600815188,0.0,0.3143744426433012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278610428235586,0.0,0.2860064502387267,0.6313432945733579,0.3377058830548451,0.0,0.0,0.0,0.0,0.497045114193027,0.2967438272894759,0.7965589030923461,0.2514735561589594,0.9393766512290596,0.25181943689599384,0.0,0.44867621817276304
