0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
395.186,72.057,419.479,198.845,264.294,390.064,868.377,436.554,287.185,259.316,507.138,475.938,447.181,328.815,412.901,357.601,445.489,665.354,357.15,287.263,338.089,500.001,499.263,339.346,453.973,505.89,385.234,397.637,400.395,489.506,577.02,388.616,351.752,373.589,448.427,414.425,493.632,461.428,577.765,380.896,482.148,415.699,477.104,375.109,479.449,266.15,298.19,484.664,408.79,212.168,321.999,353.767,65.033,167.274,80.605,246.018,110.059,81.233,219.509,78.291,77.964,213.174,146.737,380.163,303.805,254.193,274.833,223.104,408.555,150.965,174.482,362.059,426.625,161.607,272.021,79.324,414.277,554.152,276.633,298.602,183.71,341.397,199.752,140.757,798.761,219.075,176.107,383.899,742.169,371.121,374.656,875.519,546.871,530.897,479.752,436.592,319.416,628.073,1041.062,1077.922,333.532,375.222,604.659,863.726,933.148,738.619,639.015,623.677,523.274,444.528,639.374,522.361,590.899,416.671,641.216,297.046,424.216,467.406,620.008,137.313,395.186
364.821,9.367,220.231,89.418,171.155,236.155,635.968,72.923,90.765,81.573,248.55,204.975,252.907,207.065,148.652,137.126,163.889,315.136,162.11,191.459,248.108,253.072,353.686,232.151,218.52,323.967,285.954,172.161,218.009,274.668,392.455,96.959,187.601,72.124,177.597,219.965,227.694,227.71,467.514,184.616,193.876,216.457,361.041,318.856,327.806,180.489,296.301,638.272,197.858,207.402,237.261,238.518,22.128,172.649,60.603,142.785,114.909,89.912,121.997,41.336,124.739,77.022,53.93,295.912,120.883,141.982,199.884,239.29,462.835,68.678,124.859,309.858,390.192,76.378,200.309,107.662,296.981,439.361,246.057,181.328,189.207,280.25,127.635,128.576,539.002,96.294,79.076,250.599,505.35,146.483,240.005,636.464,392.764,533.843,424.591,344.576,348.472,355.364,852.354,1149.407,267.123,329.431,549.811,922.85,457.337,702.697,369.531,440.032,432.97,265.256,357.531,372.185,296.808,333.544,563.195,459.697,297.744,463.791,497.855,147.116,364.821
200.603,1.47,62.935,79.862,67.378,100.907,430.042,2.318,28.716,5.638,27.741,94.842,70.061,33.904,27.817,36.991,15.234,61.138,100.041,100.367,83.546,125.08,225.475,54.055,114.464,74.9,80.075,59.19,163.659,94.115,215.567,36.088,37.675,36.728,69.932,16.673,52.937,92.09,271.703,85.365,49.128,103.761,319.958,75.644,181.448,116.958,190.876,848.719,209.714,273.183,27.603,239.4,87.904,20.145,86.195,118.572,149.063,86.933,108.137,1.055,156.993,34.864,6.848,132.095,21.876,22.785,155.405,237.684,301.31,34.224,162.337,216.868,306.892,12.847,191.674,63.345,104.554,208.549,113.78,1.188,41.983,106.675,94.92,63.916,292.701,2.04,19.473,67.164,293.539,13.439,26.718,276.61,122.291,296.849,358.873,108.538,151.034,137.892,577.847,900.882,73.121,180.618,305.725,576.333,78.397,428.928,69.517,102.637,87.528,78.619,100.365,145.187,28.765,124.299,214.742,384.578,69.248,162.768,83.79,72.446,200.603
11.181,22.037,120.937,98.803,85.24,25.462,223.564,4.496,56.399,16.995,0.615,16.425,17.254,0.905,64.318,12.13,27.349,42.689,140.983,108.704,217.956,243.483,327.233,57.391,150.079,117.764,67.143,177.846,267.993,199.592,249.072,74.236,145.06,161.766,119.444,97.211,81.737,86.412,331.377,126.621,93.987,93.594,305.382,61.685,236.005,199.324,167.599,1207.435,381.047,464.306,68.492,386.258,66.071,117.091,207.018,289.237,224.085,75.829,364.023,14.802,127.914,154.396,1.532,105.158,58.164,67.163,243.466,276.408,206.248,50.355,154.757,116.044,150.069,163.944,203.128,81.221,141.978,112.4,102.15,2.949,116.712,256.73,25.917,51.312,428.457,91.582,74.48,120.769,249.935,51.924,28.854,245.396,233.902,26.154,159.823,74.739,66.145,115.166,368.841,728.846,121.592,173.463,141.438,287.835,58.342,210.971,51.998,85.564,8.36,8.637,37.708,29.77,14.861,26.453,16.722,106.698,9.976,17.947,0.018,2.499,11.181
1.694,36.675,175.284,126.973,122.901,57.911,300.199,29.666,165.688,86.488,31.045,166.989,84.312,35.657,246.717,135.173,120.761,234.726,412.876,311.149,427.536,542.934,619.86,185.854,234.554,371.092,346.509,418.03,692.843,391.256,463.39,366.657,351.898,321.704,269.305,193.122,223.829,343.992,492.577,238.472,236.926,618.252,494.807,362.858,517.853,439.699,403.704,1447.784,517.665,709.175,136.299,571.121,135.834,133.136,474.405,599.287,336.435,170.792,525.258,48.528,241.502,198.646,25.662,228.066,129.931,136.878,390.21,267.795,101.707,110.56,206.122,279.278,164.98,237.356,331.513,100.884,96.144,143.074,129.06,112.183,232.632,314.977,43.235,167.349,691.541,252.878,217.419,375.325,382.837,228.814,225.086,445.991,458.738,55.399,182.151,346.972,280.758,374.704,559.928,970.034,488.308,484.82,349.942,516.27,111.968,204.902,93.32,185.974,12.415,80.881,51.112,138.899,57.635,52.094,21.392,174.088,29.57,5.157,16.235,0.0,1.694
3.883,60.125,140.693,114.894,199.024,165.498,266.71,106.86,105.313,172.759,70.633,361.094,149.462,198.794,376.5,288.975,246.474,310.235,776.323,345.341,523.934,670.119,636.947,278.964,226.802,561.788,538.679,560.23,891.056,715.712,433.279,486.985,351.094,407.088,328.689,268.055,183.872,300.529,452.495,290.713,321.684,837.483,601.38,365.179,443.805,375.883,422.531,1118.399,371.576,461.196,162.603,484.968,97.027,122.94,433.049,397.27,201.413,135.845,435.854,65.789,222.592,154.474,31.767,206.195,173.64,141.019,285.291,225.392,146.072,164.293,159.257,282.642,99.846,226.788,211.996,41.86,30.402,70.384,82.741,103.257,237.519,327.983,44.439,505.264,665.269,273.288,235.79,379.776,433.574,352.343,266.44,460.185,376.589,285.768,405.843,418.711,513.506,471.826,773.623,932.418,838.186,565.411,327.515,523.365,190.011,152.902,169.618,172.012,57.061,260.685,172.258,404.571,116.399,211.196,32.254,205.266,84.441,25.829,60.017,2.16,3.883
25.834,56.76,139.992,152.878,175.482,124.89,105.981,112.289,161.952,118.424,100.785,360.143,132.746,160.969,304.234,409.021,227.045,261.414,1024.5,325.628,358.592,631.868,475.087,281.911,325.835,482.324,487.878,527.606,936.958,843.658,292.278,583.833,266.784,437.113,339.498,391.967,264.206,245.017,286.316,171.407,191.849,567.588,294.043,206.459,273.586,319.918,334.856,759.345,243.623,216.696,100.071,234.681,50.622,51.102,350.161,217.118,63.563,157.29,265.948,91.967,158.727,72.261,84.832,141.014,80.909,112.376,182.939,137.928,135.764,186.047,76.583,184.406,115.887,132.383,59.954,0.827,0.0,2.843,98.681,127.215,349.459,679.538,1.69,635.73,522.716,152.867,205.489,215.507,169.316,395.36,129.619,361.829,247.635,465.057,416.404,337.249,623.056,273.092,554.488,336.642,521.534,443.844,249.674,237.887,229.659,52.407,131.678,341.15,75.257,425.016,208.351,363.209,143.194,268.761,164.082,245.606,105.925,28.53,39.495,18.356,25.834
48.258,205.114,438.522,413.307,346.457,164.551,157.747,243.787,268.949,207.079,155.06,228.63,212.735,231.991,307.727,655.772,446.106,439.079,1087.427,340.054,291.662,669.866,531.605,266.04,331.069,555.189,595.154,500.3,841.833,754.171,303.287,481.65,569.383,479.453,449.926,421.792,432.374,382.646,366.874,334.93,361.327,535.106,379.833,260.557,219.379,290.296,304.086,663.778,301.65,295.506,224.879,197.978,84.509,80.587,361.13,174.474,70.79,139.761,233.357,169.575,162.176,182.512,100.53,135.571,148.201,130.533,193.31,53.262,48.642,48.234,64.043,305.917,112.12,88.269,35.755,27.367,0.0,78.525,110.899,141.048,686.611,1118.013,30.611,375.759,244.292,127.991,60.177,217.196,32.787,511.29,84.919,251.095,157.984,539.337,261.029,109.177,506.454,162.944,389.791,69.847,164.29,218.715,263.453,211.678,285.821,59.376,185.331,396.395,178.548,472.29,241.489,370.243,91.956,151.435,143.868,161.427,193.666,0.0,3.155,4.125,48.258
25.656,404.427,558.314,630.877,678.39,379.829,475.243,578.075,512.041,473.677,382.055,362.622,405.149,305.474,431.552,826.325,789.093,826.413,1037.038,574.015,418.101,717.684,546.995,388.351,458.49,570.502,648.413,563.813,785.9,750.764,417.424,470.511,640.361,475.544,479.546,457.532,695.939,568.752,503.476,514.57,542.662,620.396,477.52,338.351,154.333,152.694,214.923,488.422,329.519,497.457,209.436,146.112,80.446,115.169,312.896,112.048,112.088,160.598,124.406,207.453,80.845,73.308,137.433,139.81,127.574,131.791,269.488,59.557,13.354,31.484,52.771,345.741,271.763,21.076,58.082,104.962,99.942,179.778,21.485,144.137,685.579,1060.09,48.372,328.377,195.517,244.735,157.911,291.419,97.104,428.636,361.709,236.554,200.027,590.296,263.445,142.104,373.429,92.017,202.938,56.772,53.21,261.247,360.63,336.261,246.541,19.919,118.697,356.425,281.867,438.723,380.75,410.692,8.468,52.862,65.571,36.453,41.502,21.89,0.0,0.0,25.656
89.767,201.926,392.948,575.26,568.158,414.144,633.601,693.291,461.705,452.162,393.669,450.012,429.938,330.373,437.145,700.382,643.272,734.82,689.385,576.257,448.731,521.885,757.977,220.001,376.435,492.915,595.315,463.333,642.433,527.919,350.917,362.45,505.074,325.846,291.441,382.34,542.857,399.299,297.325,432.549,367.137,488.77,376.894,289.051,42.917,43.43,145.421,324.316,272.482,593.579,177.585,81.126,21.957,51.772,102.982,21.612,51.218,62.909,42.558,39.971,18.281,13.6,45.736,57.956,32.548,51.526,155.015,22.616,0.789,16.844,22.398,149.383,240.07,19.221,98.471,119.907,172.768,168.078,0.0,34.019,292.095,545.904,38.067,328.714,198.365,338.159,475.155,206.515,177.828,227.994,404.388,188.041,142.757,611.263,782.086,293.363,217.885,156.167,320.251,141.311,191.294,442.777,536.002,383.69,454.903,111.975,131.769,314.284,347.431,270.312,449.892,245.341,30.636,47.663,46.322,49.346,90.293,27.337,8.376,0.514,89.767
