 ,Value
1,419.941
2,441.732
3,395.243
4,420.477
5,324.379
6,306.610
7,301.099
8,266.660
9,248.865
10,227.622
11,192.431
12,399.313
13,461.616
14,352.309
15,275.368
16,281.790
17,309.477
18,281.120
19,283.454
20,223.706
21,251.333
