 ,Value
1,313.541
2,312.098
3,313.228
4,320.257
5,324.092
6,331.277
7,344.242
8,363.910
9,385.906
10,417.509
11,446.103
12,505.793
13,639.372
14,832.791
15,949.087
16,932.838
17,778.729
18,606.363
19,520.812
20,491.284
21,478.331
22,453.675
23,443.952
24,431.461
25,416.530
26,398.385
27,371.553
28,353.523
29,336.047
30,321.554
31,313.512
