 ,Value
1,435.687
2,456.168
3,482.019
4,510.145
5,544.671
6,574.436
7,606.090
8,637.502
9,678.373
10,710.334
11,756.921
12,811.457
13,893.781
14,1004.696
15,1076.708
16,1034.592
17,931.181
18,853.065
19,787.091
20,727.388
21,664.429
22,608.048
23,556.991
24,511.976
25,472.666
26,443.418
27,420.656
28,400.931
29,381.778
30,367.984
31,348.688
32,338.501
33,331.421
34,322.369
35,313.560
