 ,Value
1,274.816
2,275.208
3,278.905
4,286.011
5,290.311
6,301.753
7,317.957
8,339.526
9,337.898
10,327.060
11,320.271
12,329.138
13,342.069
14,394.285
15,484.734
16,644.819
17,889.265
18,1119.283
19,1240.389
20,1162.098
21,907.891
22,655.497
23,513.556
24,429.913
25,388.291
26,352.989
27,330.530
28,320.244
29,313.182
30,296.550
31,296.783
32,299.237
33,291.824
34,281.161
35,272.657
36,269.727
37,266.285
38,261.809
39,261.434
