 ,Value
1,282.112
2,280.170
3,281.481
4,284.726
5,284.772
6,297.027
7,309.927
8,340.117
9,372.860
10,397.061
11,395.737
12,357.789
13,311.536
14,284.840
15,277.206
16,277.308
17,272.449
18,269.114
19,274.983
20,274.146
