 ,Value
1,576.171
2,429.283
3,285.577
4,202.035
5,147.488
6,232.338
7,203.073
8,180.733
9,258.642
10,348.302
11,444.114
12,423.002
13,475.750
14,493.981
15,509.342
16,496.214
17,317.633
18,344.447
19,361.565
20,466.039
21,571.143
22,677.521
23,644.098
24,692.543
25,460.565
26,211.177
27,116.555
28,142.748
29,176.745
30,181.445
31,156.780
32,110.289
33,213.415
34,310.927
35,442.938
36,517.186
37,447.158
38,402.440
39,308.524
40,227.313
41,246.629
