 ,Value
1,352.330
2,376.395
3,293.163
4,178.265
5,177.853
6,197.540
7,403.514
8,500.620
9,493.089
10,429.476
11,289.837
12,209.315
13,105.406
14,65.557
15,61.559
16,41.010
