 ,Value
1,418.942
2,342.314
3,340.729
4,579.538
5,452.688
6,366.143
7,591.448
8,943.814
9,1247.748
10,1150.257
11,866.188
12,959.501
13,1357.039
14,1329.675
15,964.851
16,797.680
17,759.328
18,672.581
19,375.668
20,171.317
21,237.805
22,237.651
23,134.890
24,199.730
25,176.567
26,250.020
27,433.970
28,401.055
29,516.928
30,380.818
31,356.956
32,140.344
33,14.320
