 ,Value
1,334.924
2,184.644
3,186.202
4,172.712
5,235.265
6,206.135
7,296.523
8,358.512
9,464.788
10,395.264
11,402.736
12,330.937
13,235.039
14,244.874
15,355.378
16,419.701
17,496.134
18,663.352
19,767.633
20,632.053
21,495.229
22,392.189
23,386.065
24,406.253
25,606.015
26,519.337
27,440.108
28,419.885
29,450.132
30,208.327
31,218.565
32,199.804
33,263.886
34,218.489
35,181.345
36,267.692
37,279.389
38,410.302
39,470.460
40,433.669
41,287.022
