 ,Value
1,276.816
2,344.160
3,343.142
4,217.119
5,196.381
6,186.643
7,82.053
8,86.536
9,169.786
10,273.118
11,373.877
12,344.512
13,237.344
14,289.079
15,334.520
16,414.283
17,315.590
18,261.870
19,142.295
20,146.777
21,108.086
22,148.449
23,132.627
24,146.651
25,139.524
26,93.689
27,114.576
28,139.359
29,218.633
30,119.487
31,109.451
32,250.528
33,124.051
34,97.639
35,92.525
36,232.861
37,303.746
38,185.910
