 ,Value
1,447.593
2,751.308
3,817.434
4,860.305
5,1207.229
6,859.905
7,418.360
8,299.990
9,884.085
10,1016.458
11,289.863
12,215.769
13,474.414
14,459.961
15,92.442
16,197.457
17,513.346
18,1206.356
19,1730.562
20,1185.769
21,937.250
22,999.730
23,1034.652
24,867.771
25,513.653
26,620.533
27,474.564
28,531.922
29,505.895
30,564.233
31,581.096
32,550.986
33,499.420
34,792.692
35,1598.007
36,1879.388
37,1804.492
38,1682.177
