 ,Value
1,589.156
2,483.679
3,490.670
4,569.439
5,450.471
6,302.146
7,239.635
8,225.181
9,103.628
10,53.784
11,71.040
12,197.071
13,257.131
14,340.594
15,471.486
16,527.836
17,474.091
18,493.963
19,397.776
20,413.353
21,318.580
22,276.737
23,189.038
24,181.898
25,292.071
26,289.094
27,317.171
28,235.561
29,255.701
30,350.853
31,310.170
32,183.998
33,125.918
34,110.025
35,134.621
