 ,Value
1,284.134
2,285.376
3,289.555
4,291.688
5,294.633
6,298.003
7,306.896
8,306.720
9,309.922
10,313.821
11,322.006
12,327.530
13,333.733
14,347.052
15,364.196
16,392.674
17,448.088
18,545.005
19,769.370
20,1289.509
21,1603.692
22,1171.231
23,658.237
24,421.309
25,354.833
26,334.800
27,325.044
28,318.288
29,305.415
30,300.050
31,295.981
32,286.951
33,285.159
34,285.630
35,285.266
36,282.957
37,282.665
38,286.013
39,284.737
