 ,Value
1,152.934
2,122.288
3,215.084
4,256.550
5,312.257
6,280.516
7,219.442
8,240.825
9,288.839
10,259.085
11,244.310
12,308.286
13,280.802
14,238.127
15,129.576
16,16.986
17,57.152
18,434.368
19,1075.056
20,1064.029
21,1229.967
22,1842.414
23,2037.218
24,1878.099
25,1713.204
26,1435.331
27,1074.473
28,872.467
29,968.800
30,980.292
31,744.878
32,540.005
33,779.338
34,527.666
35,241.057
36,445.161
37,656.717
38,314.228
39,179.598
