 ,Value
1,234.019
2,428.343
3,515.666
4,420.682
5,265.615
6,82.989
7,78.739
8,233.566
9,489.384
10,272.030
11,227.667
12,312.874
13,681.778
14,576.972
15,615.095
16,601.605
