 ,Value
1,769.388
2,676.210
3,325.978
4,48.526
5,81.247
6,148.999
7,236.591
8,312.593
9,660.205
10,695.457
11,651.011
12,898.622
13,1251.425
14,877.238
15,362.992
16,223.310
17,40.746
18,86.085
19,263.803
20,322.314
