 ,Value
1,277.280
2,286.125
3,298.633
4,304.359
5,310.311
6,308.391
7,310.664
8,315.478
9,322.376
10,329.912
11,340.137
12,350.025
13,367.251
14,402.861
15,494.462
16,691.040
17,980.327
18,1168.751
19,1181.131
20,936.994
21,598.052
22,416.509
23,363.825
24,345.798
25,341.995
26,341.358
27,352.960
28,377.776
29,395.278
30,405.306
31,388.929
32,361.479
33,342.441
34,334.283
35,322.988
