 ,Value
1,270.771
2,268.589
3,269.567
4,270.306
5,269.673
6,269.974
7,275.090
8,277.881
9,282.390
10,289.135
11,298.866
12,313.415
13,338.824
14,375.391
15,423.764
16,498.348
17,605.346
18,757.376
19,907.436
20,1015.609
21,1021.786
22,890.887
23,703.220
24,532.587
25,404.227
26,329.593
27,299.451
28,288.105
29,285.236
30,285.721
31,287.412
32,288.174
33,286.710
34,282.876
35,278.357
36,276.498
