 ,Value
1,141.046
2,109.422
3,130.242
4,103.914
5,32.592
6,174.979
7,310.303
8,366.503
9,418.847
10,734.220
11,839.808
12,599.803
13,259.709
14,410.917
15,679.559
16,773.543
17,962.988
18,832.202
19,558.381
20,481.623
21,600.447
22,1114.306
23,1324.170
24,990.130
25,888.894
26,1062.830
27,1241.792
28,910.101
