 ,Value
1,301.185
2,303.013
3,311.448
4,316.381
5,315.358
6,320.569
7,328.952
8,344.960
9,379.549
10,426.144
11,446.286
12,486.844
13,614.750
14,832.898
15,1042.902
16,1067.019
17,1017.763
18,869.106
19,694.611
20,530.490
21,445.497
22,397.367
23,361.225
24,340.394
25,322.067
26,307.287
27,305.494
28,302.344
29,293.023
30,289.534
31,289.748
32,289.926
