 ,Value
1,287.072
2,288.040
3,291.553
4,298.733
5,307.156
6,311.498
7,311.241
8,312.561
9,324.311
10,335.443
11,362.097
12,427.886
13,581.694
14,827.785
15,1011.156
16,1043.183
17,1087.193
18,1113.933
19,936.505
20,686.358
21,508.674
22,407.806
23,356.289
24,326.000
25,306.265
26,294.342
27,281.171
28,270.883
29,267.798
30,263.389
31,259.643
32,259.586
