 ,Value
1,286.847
2,288.032
3,291.565
4,299.104
5,307.197
6,311.331
7,311.397
8,312.931
9,323.866
10,336.130
11,363.277
12,431.726
13,589.834
14,842.910
15,1028.805
16,1068.037
17,1121.098
18,1131.615
19,942.294
20,686.305
21,508.403
22,406.314
23,353.739
24,323.843
25,304.603
26,292.950
27,279.397
28,270.424
29,267.464
30,262.458
31,259.025
32,258.434
33,261.363
