 ,Value
1,430.907
2,223.521
3,199.822
4,218.107
5,226.760
6,239.492
7,247.443
8,136.457
9,154.892
10,246.535
11,269.802
12,429.671
13,437.284
14,345.122
15,291.313
16,256.362
17,190.258
18,341.008
19,387.185
20,422.209
21,430.003
22,374.649
23,397.072
24,309.449
25,165.093
26,240.160
27,299.930
28,330.133
29,279.944
30,157.859
31,68.056
32,101.086
33,188.817
34,220.325
35,222.148
36,264.758
37,271.071
38,197.755
39,196.892
