 ,Value
1,225.323
2,254.176
3,274.292
4,317.423
5,299.600
6,272.082
7,360.540
8,338.557
9,231.909
10,231.451
11,149.653
12,119.164
13,115.096
14,240.384
15,366.921
16,331.661
17,344.653
18,506.930
19,698.065
20,666.356
