 ,Value
1,272.780
2,275.559
3,277.104
4,277.304
5,286.175
6,297.235
7,324.450
8,378.470
9,414.630
10,401.225
11,348.880
12,308.832
13,292.629
14,283.355
15,278.581
16,280.586
17,274.666
18,276.614
19,276.057
20,271.196
21,265.253
