 ,Value
1,453.159
2,514.143
3,597.324
4,571.995
5,700.999
6,753.272
7,444.078
8,261.448
9,184.909
10,216.330
11,344.259
12,446.959
13,483.868
14,384.497
15,365.882
16,411.441
17,415.452
18,426.290
19,474.459
20,560.636
21,588.001
22,595.657
23,560.033
24,504.123
25,576.914
26,711.799
27,732.354
28,647.411
29,582.984
30,540.850
31,524.661
32,438.002
33,379.612
34,376.080
35,407.102
36,377.702
37,360.156
38,699.188
39,916.420
