 ,Value
1,271.793
2,271.395
3,271.211
4,280.436
5,285.243
6,298.388
7,315.278
8,350.221
9,424.511
10,573.569
11,804.706
12,1033.072
13,1114.269
14,1225.626
15,1158.020
16,825.509
17,549.593
18,408.237
19,354.700
20,336.663
21,333.175
22,327.645
23,318.662
24,320.997
25,324.913
26,340.729
27,352.824
