 ,Value
1,302.869
2,215.438
3,146.048
4,195.087
5,204.790
6,377.650
7,460.091
8,550.448
9,505.847
10,391.212
11,344.536
12,396.734
13,373.635
14,310.499
15,417.474
16,648.993
17,797.519
18,834.041
19,667.666
20,675.620
21,574.761
22,323.137
23,367.120
24,463.426
25,257.994
26,220.710
27,231.380
28,257.106
29,335.375
30,353.640
31,339.314
32,364.331
33,410.574
34,416.178
35,510.872
36,563.239
37,442.982
38,360.298
39,348.626
