 ,Value
1,297.633
2,294.682
3,300.863
4,308.330
5,310.254
6,312.712
7,319.527
8,327.760
9,341.357
10,353.358
11,370.223
12,406.176
13,444.951
14,502.986
15,600.826
16,710.582
17,750.814
18,725.652
19,638.576
20,527.866
21,445.200
22,391.799
23,371.584
24,356.300
25,345.405
26,338.396
27,335.875
28,334.515
29,336.744
30,336.768
31,336.514
32,333.479
33,333.735
