 ,Value
1,13.354
2,56.874
3,121.324
4,131.789
5,571.267
6,850.656
7,716.620
8,511.479
9,591.186
10,720.474
11,443.169
12,183.608
13,301.837
14,451.576
15,614.900
16,886.157
17,989.507
18,956.601
19,1090.555
20,1133.981
21,1059.476
22,1003.510
