 ,Value
1,667.954
2,673.658
3,529.664
4,499.273
5,331.800
6,107.180
7,243.456
8,664.691
9,640.044
10,415.889
11,521.311
12,628.249
13,662.671
14,485.314
15,340.712
16,546.414
17,572.354
18,626.417
19,676.472
20,716.175
21,487.455
22,351.226
23,516.481
24,591.957
25,259.520
26,265.208
