 ,Value
1,478.882
2,466.492
3,445.185
4,572.597
5,512.844
6,453.699
7,580.925
8,517.002
9,518.730
10,614.995
11,505.805
12,425.368
13,456.041
14,335.891
15,563.382
16,656.113
17,334.368
18,196.103
19,201.980
20,153.017
21,210.300
22,336.558
23,273.667
24,285.436
25,92.444
26,111.961
27,133.152
