 ,Value
1,394.701
2,261.646
3,202.477
4,274.958
5,348.174
6,338.783
7,273.322
8,234.017
9,211.165
10,166.302
11,112.106
12,202.315
13,321.680
14,416.789
15,555.204
16,671.080
17,682.968
18,639.727
19,585.127
20,565.572
21,507.544
22,437.835
23,426.651
24,420.714
25,424.913
26,589.579
27,475.360
28,392.646
29,275.226
30,340.381
31,407.589
32,408.548
