 ,Value
1,317.782
2,311.260
3,312.696
4,316.302
5,331.484
6,366.652
7,406.061
8,418.289
9,388.817
10,352.379
11,325.763
12,310.435
13,301.554
14,294.016
15,288.539
16,290.086
