 ,Value
1,318.823
2,323.447
3,331.635
4,343.587
5,351.555
6,358.417
7,367.749
8,373.331
9,389.950
10,404.044
11,412.312
12,421.740
13,455.242
14,526.098
15,663.118
16,878.011
17,1131.360
18,1312.246
19,1313.501
20,1141.443
21,942.726
22,788.038
23,676.597
24,605.934
25,555.650
26,514.240
27,475.914
28,440.172
29,414.258
30,393.746
31,372.096
32,353.969
33,338.266
34,330.121
35,327.074
