 ,Value
1,276.325
2,275.257
3,276.709
4,275.453
5,277.744
6,283.543
7,290.344
8,294.077
9,301.844
10,313.271
11,354.664
12,440.553
13,549.095
14,560.379
15,428.121
16,331.135
17,299.980
18,294.736
19,291.582
20,292.913
21,290.088
22,288.237
23,291.993
24,301.259
25,312.077
