 ,Value
1,13.880
2,0.694
3,1.216
4,51.619
5,193.242
6,190.411
7,102.677
8,116.086
9,130.432
10,299.351
11,213.658
12,61.450
13,64.274
14,7.760
15,0.000
16,0.000
17,0.852
18,47.190
19,213.673
20,466.235
21,534.723
22,617.176
23,381.235
24,92.877
25,41.315
26,191.792
27,437.790
28,518.890
29,463.108
30,282.647
31,109.136
32,66.846
33,131.584
34,183.128
35,305.611
36,109.072
37,6.454E-4
38,0.000
39,8.865
