 ,Value
1,760.510
2,833.639
3,804.006
4,640.300
5,432.683
6,337.734
7,298.359
8,419.533
9,651.854
10,842.681
11,949.234
12,1009.833
13,855.359
14,718.105
15,650.085
16,676.843
17,591.806
18,500.418
19,435.057
20,447.086
21,453.143
22,465.903
23,429.666
24,485.032
25,535.396
26,533.427
27,432.608
28,348.062
29,396.396
30,387.031
31,355.176
32,330.536
33,305.627
