 ,Value
1,21.081
2,165.529
3,309.540
4,524.227
5,383.296
6,365.388
7,397.183
8,437.237
9,759.928
10,976.744
11,1020.415
12,973.620
13,1290.775
14,1485.249
15,1610.885
16,1235.254
17,1115.469
18,1172.065
19,992.044
20,704.713
21,498.827
22,223.072
23,61.827
24,57.689
25,48.911
26,48.881
27,0.662
28,18.059
29,91.901
30,43.788
31,0.402
32,14.212
33,58.109
