 ,Value
1,19.535
2,160.334
3,307.966
4,534.593
5,390.979
6,381.603
7,412.399
8,431.159
9,778.960
10,1025.474
11,1046.053
12,988.681
13,1292.354
14,1389.810
15,1531.841
16,1275.585
17,1122.025
18,1144.794
19,930.279
20,659.415
21,491.983
22,208.343
23,53.472
24,33.412
25,30.569
26,48.191
27,0.143
28,11.805
29,56.454
30,29.136
31,9.866
32,5.741
