 ,Value
1,369.361
2,378.417
3,394.725
4,407.428
5,423.461
6,446.554
7,469.631
8,495.735
9,523.892
10,555.913
11,588.506
12,618.721
13,666.015
14,698.080
15,742.019
16,759.264
17,788.004
18,843.530
19,917.003
20,1043.145
21,1100.290
22,1014.134
23,883.863
24,808.361
25,787.920
26,774.933
27,765.956
28,758.839
29,717.135
30,665.238
31,623.420
32,590.799
33,560.241
34,535.338
35,507.338
36,488.288
37,471.369
38,453.275
39,424.907
40,409.265
41,396.127
42,380.539
43,368.102
