 ,Value
1,794.773
2,713.027
3,701.267
4,756.118
5,794.616
6,867.303
7,798.461
8,892.517
9,820.276
10,581.440
11,520.650
12,751.947
13,711.416
14,556.928
15,912.256
16,1418.382
17,1433.086
18,1120.933
19,1257.530
20,1612.905
21,1492.254
22,1342.814
23,1036.475
24,782.747
25,804.701
26,529.870
27,498.276
28,607.537
29,493.460
30,630.311
31,507.383
32,365.070
33,297.366
34,363.615
35,412.399
36,409.709
37,440.002
38,549.216
39,718.346
40,789.100
41,857.316
