 ,Value
1,269.984
2,273.243
3,276.771
4,283.551
5,294.666
6,303.767
7,311.882
8,326.310
9,336.545
10,333.786
11,341.624
12,364.919
13,400.144
14,423.322
15,395.565
16,342.081
17,321.328
18,312.637
19,306.570
20,307.730
21,304.376
22,308.678
23,305.914
24,302.627
25,298.340
26,295.701
27,296.445
28,300.207
