 ,Value
1,133.610
2,150.640
3,167.719
4,189.529
5,303.027
6,418.521
7,571.052
8,637.083
9,450.477
10,396.417
11,511.234
12,556.523
13,418.196
14,285.348
15,231.448
16,313.775
17,346.942
18,334.312
19,247.549
20,268.860
21,212.347
22,275.493
23,422.038
24,466.786
25,396.178
26,365.443
27,431.929
28,319.028
29,363.450
30,273.961
31,228.960
32,285.687
