 ,Value
1,113.123
2,68.022
3,110.126
4,186.078
5,320.402
6,386.680
7,420.223
8,283.074
9,207.699
10,216.515
11,372.146
12,248.851
13,171.669
14,229.956
15,316.852
16,328.043
17,295.766
18,276.693
19,369.323
20,377.126
21,400.183
22,341.545
23,199.771
24,154.725
25,158.300
26,119.490
27,254.470
28,329.943
29,368.621
30,433.148
31,456.761
32,501.063
33,518.407
34,653.410
35,525.015
