 ,Value
1,16.150
2,1.870
3,4.615
4,104.154
5,132.786
6,505.038
7,602.671
8,766.992
9,937.011
10,717.194
11,437.605
12,342.889
13,431.277
14,424.068
15,380.707
16,398.363
17,458.863
18,620.194
19,894.452
20,827.734
21,530.309
22,341.742
23,250.995
24,367.532
25,462.098
26,371.683
27,425.135
28,575.713
29,581.221
30,564.766
31,607.423
32,547.670
33,387.785
34,319.396
35,270.490
36,310.648
37,240.228
38,230.410
39,617.571
40,702.815
41,453.975
