 ,Value
1,564.886
2,520.647
3,514.694
4,419.695
5,370.189
6,292.958
7,212.390
8,165.173
9,202.075
10,313.801
11,324.811
12,408.220
13,367.281
14,282.833
15,189.263
16,174.978
17,253.460
18,271.753
19,410.861
20,513.002
