 ,Value
1,115.081
2,19.816
3,52.610
4,146.344
5,151.886
6,53.086
7,10.108
8,1.943
9,19.402
10,12.820
11,30.986
12,2.177
13,2.791
14,14.026
15,36.058
16,3.891
17,0.000
18,17.917
19,39.324
20,103.759
21,97.738
22,54.418
23,37.870
24,27.344
25,53.177
26,78.651
27,112.739
28,148.657
29,240.973
30,311.094
31,249.595
32,162.032
33,112.075
34,131.630
35,178.954
36,189.525
37,104.331
38,24.092
39,8.667
40,7.910
41,0.609
42,23.410
43,53.048
44,6.393
45,10.663
46,16.114
47,5.458
