 ,Value
1,254.885
2,257.405
3,261.112
4,263.855
5,266.133
6,268.030
7,273.274
8,274.840
9,279.422
10,285.823
11,301.914
12,339.508
13,438.791
14,647.517
15,910.290
16,1061.572
17,1116.370
18,1154.748
19,1045.840
20,833.988
21,626.937
22,486.626
23,409.416
24,368.267
25,353.286
26,342.295
27,334.429
28,333.022
29,329.243
30,331.679
31,323.654
32,320.427
33,323.348
34,323.150
35,323.725
