 ,Value
1,276.719
2,284.290
3,331.265
4,298.028
5,246.573
6,229.574
7,300.602
8,293.609
9,367.016
10,357.874
11,333.995
12,339.359
13,282.644
14,237.076
15,268.167
16,317.336
17,469.656
18,336.449
19,242.931
20,382.641
21,556.341
22,343.530
23,317.773
24,383.274
25,291.586
26,221.596
27,240.991
28,414.982
29,491.871
30,476.880
31,311.613
32,322.280
33,413.090
34,248.069
35,188.538
