 ,Value
1,429.587
2,481.947
3,488.538
4,361.302
5,277.305
6,281.785
7,323.687
8,317.928
9,275.784
10,252.829
11,237.984
12,407.285
13,494.211
14,482.746
15,376.523
16,255.249
17,225.769
18,179.591
19,251.646
20,226.642
21,205.510
22,253.192
23,205.056
24,173.682
25,112.412
26,225.074
27,289.892
28,357.623
