 ,Value
1,305.119
2,311.217
3,326.685
4,334.542
5,336.459
6,341.208
7,350.389
8,363.055
9,380.897
10,432.331
11,504.294
12,591.567
13,662.067
14,705.941
15,745.716
16,750.350
17,692.139
18,569.557
19,456.379
20,397.796
21,368.906
22,356.557
23,346.379
24,330.946
25,319.573
26,308.486
27,303.556
28,292.183
29,293.586
