 ,Value
1,457.634
2,607.788
3,767.314
4,695.797
5,436.643
6,271.077
7,237.261
8,216.245
9,597.678
10,1112.650
11,1264.596
12,1067.153
13,1058.593
14,796.149
15,291.354
16,208.062
17,498.539
18,356.052
19,129.576
20,155.780
21,325.441
22,282.542
23,306.013
24,277.234
25,77.710
26,88.312
27,281.249
28,472.256
29,300.670
30,118.094
31,150.886
32,264.081
