 ,Value
1,259.498
2,259.565
3,257.737
4,265.585
5,268.526
6,268.264
7,269.311
8,270.223
9,270.579
10,271.582
11,273.301
12,276.949
13,283.669
14,290.535
15,296.278
16,300.828
17,315.159
18,349.176
19,467.890
20,701.493
21,955.081
22,980.130
23,888.881
24,722.684
25,558.334
26,435.269
27,363.682
28,325.944
29,303.561
30,294.115
31,288.815
32,282.062
33,280.933
34,281.967
35,278.716
36,273.592
37,269.885
38,268.267
39,269.877
40,271.906
41,271.074
42,271.253
