 ,Value
1,280.836
2,284.133
3,284.622
4,283.241
5,288.212
6,290.886
7,292.560
8,299.050
9,303.390
10,308.873
11,318.351
12,338.339
13,359.998
14,383.510
15,432.172
16,520.546
17,675.894
18,861.332
19,1116.573
20,1428.193
21,1560.805
22,1413.755
23,1198.902
24,1015.708
25,874.622
26,738.265
27,621.668
28,519.956
29,461.477
30,425.541
31,397.575
32,399.624
33,413.654
34,397.116
35,376.244
36,344.358
37,311.161
38,288.154
39,281.943
40,282.700
41,282.888
42,282.619
