 ,Value
1,56.316
2,95.695
3,99.792
4,139.220
5,84.883
6,12.920
7,26.476
8,77.136
9,78.778
10,154.509
11,63.965
12,29.988
13,84.252
14,95.819
15,171.000
16,145.655
17,165.097
18,92.866
19,73.065
20,142.736
21,279.853
22,349.171
23,406.435
24,389.867
25,258.272
26,214.827
27,199.003
28,210.692
29,255.261
30,200.244
31,169.685
32,201.928
33,130.361
34,140.573
35,236.230
36,219.721
37,225.485
38,324.382
39,310.594
40,293.103
41,315.584
42,271.125
43,146.994
