 ,Value
1,595.639
2,599.936
3,588.184
4,568.568
5,505.130
6,422.376
7,501.200
8,446.304
9,295.444
10,320.888
11,287.419
12,254.345
13,223.641
14,319.952
15,352.475
16,371.902
17,471.680
18,447.969
19,452.682
20,551.607
21,467.960
22,507.765
23,423.409
24,459.926
25,682.800
26,644.682
27,570.512
28,650.773
29,673.626
30,607.240
31,478.271
32,410.103
33,458.755
34,492.915
35,523.082
36,463.493
37,523.709
38,524.564
39,501.139
40,451.900
41,347.096
42,430.925
