 ,Value
1,647.623
2,547.579
3,293.013
4,140.113
5,246.081
6,412.415
7,445.685
8,468.458
9,347.980
10,220.317
11,204.945
12,230.402
13,278.834
14,239.008
15,134.514
16,92.387
17,220.243
18,181.305
19,271.472
20,336.966
21,408.759
22,448.100
23,417.553
24,261.092
25,264.309
26,322.871
27,148.196
28,67.493
29,96.699
30,171.772
31,208.392
32,191.760
33,121.774
34,62.435
35,39.544
36,18.516
37,70.249
38,237.262
39,403.720
