 ,Value
1,299.732
2,297.083
3,297.438
4,297.755
5,302.318
6,297.769
7,296.420
8,307.585
9,345.950
10,444.675
11,533.225
12,517.208
13,436.143
14,366.269
15,324.722
16,300.768
17,290.645
18,290.726
19,286.094
20,282.507
21,284.296
22,285.999
