 ,Value
1,311.781
2,312.262
3,315.716
4,321.938
5,330.384
6,338.104
7,356.956
8,376.711
9,422.261
10,496.981
11,606.493
12,698.779
13,732.214
14,698.469
15,600.571
16,504.734
17,446.116
18,414.318
19,391.102
20,376.012
21,362.178
22,347.709
23,338.276
24,322.894
25,314.118
26,308.652
