 ,Value
1,165.500
2,205.697
3,220.971
4,182.385
5,412.676
6,428.875
7,669.087
8,579.233
9,377.087
10,397.248
11,256.254
12,150.094
13,47.791
14,199.604
15,581.365
16,863.519
17,420.608
18,81.778
19,11.591
20,242.222
21,400.061
22,227.747
23,224.488
24,402.991
25,535.654
26,1057.441
27,1356.890
28,1208.425
29,1173.123
30,1255.972
31,684.761
32,108.695
33,53.962
34,91.113
35,219.470
36,216.762
37,109.211
38,98.090
39,73.795
40,477.010
41,398.595
42,335.422
